intersection_name,intersection_type,scenario,ped_estimation_type,lighting_cmf,twltl_cmf,bulbout_cmf,signal_cmf,school_cmf,pedvol,nlanes,aadt_maj,aadt_minor,nbi_mv,nbi_sv,nbi_all,nped_base,cmf_veh,cmf_ped,ped_factor,pred_veh,pred_ped,long_run_ped_prob,years,long_run_ped_percent
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.047791531953399136,7,4.78
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.05442983816267477,8,5.44
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.06102186552566102,9,6.1
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.06756793667459982,10,6.76
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.07406837199250726,11,7.41
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.08052348962885447,12,8.05
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.08693360551513862,13,8.69
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.09329903338034551,14,9.33
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.09962008476630402,15,9.96
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.1058970690429345,16,10.59
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.11213029342338954,17,11.21
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.11832006297909015,18,11.83
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.12446668065465694,19,12.45
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.1305704472827368,20,13.06
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.13663166159872653,21,13.66
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.142650620255394,22,14.27
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.14862761783739686,23,14.86
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.1545629468757007,24,15.46
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.16045689786189588,25,16.05
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.16630975926241554,26,16.63
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.17212181753265343,27,17.21
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.1778933571309841,28,17.79
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.18362466053268534,29,18.36
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.1893160082437625,30,18.93
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.19496767881467825,31,19.5
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.200579948853985,32,20.06
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.2061530930418628,33,20.62
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.21168738414356358,34,21.17
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.2171830930227604,35,21.72
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.22264048865480446,36,22.26
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.22805983813988984,37,22.81
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.23344140671612557,38,23.34
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.2387854577725177,39,23.88
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.24409225286185976,40,24.41
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.2493620517135341,41,24.94
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.2545951122462242,42,25.46
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.2597916905805371,43,25.98
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.26495204105153947,44,26.5
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.2700764162212046,45,27.01
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.27516506689077447,46,27.52
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.28021824211303403,47,28.02
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.28523618920450067,48,28.52
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.2902191537575287,49,29.02
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.295167379652329,50,29.52
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3000811090689055,51,30.01
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.30496058249890845,52,30.5
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.309806038757404,53,30.98
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3146177149945628,54,31.46
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3193958467072672,55,31.94
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.32414066775063644,56,32.41
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.32885241034947266,57,32.89
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3335313051096267,58,33.35
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.33817758102928386,59,33.82
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3427914655101726,60,34.28
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3473731843686938,61,34.74
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.351922961846973,62,35.19
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.35644102062383487,63,35.64
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3609275818257027,64,36.09
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3653828650374201,65,36.54
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3698070883129987,66,36.98
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3742004681862898,67,37.42
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3785632196815826,68,37.86
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.38289555632412764,69,38.29
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3871976901505878,70,38.72
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.39146983171941563,71,39.15
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.3957121901211589,72,39.57
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.39992497298869367,73,39.99
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4041083865073869,74,40.41
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4082626354251877,75,40.83
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4123879230626476,76,41.24
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4164844513228727,77,41.65
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.42055242070140464,78,42.06
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4245920302960331,79,42.46
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4286034778165414,80,42.86
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.43258695959438176,81,43.26
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.436542670592285,82,43.65
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4404708044138024,83,44.05
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4443715533127809,84,44.44
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4482451082027731,85,44.82
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4520916586663807,86,45.21
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4559113929645333,87,45.59
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.45970449804570224,88,45.97
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4634711595550508,89,46.35
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.46721156184351986,90,46.72
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.47092588797685064,91,47.09
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4746143197445446,92,47.46
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4782770376687603,93,47.83
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4819142210131492,94,48.19
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4855260477916288,95,48.55
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.48911269477709574,96,48.91
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.49267433751007694,97,49.27
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.4962111503073213,98,49.62
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.49972330627033157,99,49.97
Agate & Mesa,3st,After - Indirect,indirect,true,true,true,false,false,,,11000,352.0,0.5343847971942502,0.09723310761773793,0.6316179048119882,0.013263976001051753,0.8372,0.63,0.021,0.5287905099085966,0.0069958984460907325,0.5032109772938358,100,50.32
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.022160566735893727,1,2.22
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.04383004275373148,2,4.38
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.06501931090214408,3,6.5
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.085739012859669,4,8.57
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.10599955447921638,5,10.6
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.12581111101409836,6,12.58
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.14518363222824726,7,14.52
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.1641268473931874,8,16.41
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.1826502701742726,9,18.27
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.2007632034086403,10,20.08
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.21847474377728504,11,21.85
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.23579378637359505,12,23.58
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.25272902917064755,13,25.27
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.2692889773895075,14,26.93
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.28548194777072045,15,28.55
Agate & Mesa,3st,Before - Indirect,indirect,true,true,false,false,false,,,11000,1826.0,1.0495108175370085,0.22513488882378,1.2746457063607886,0.026767559833576562,0.8372,1.0,0.021,1.0671333853652523,0.0224098010926703,0.30131607275114825,16,30.13
