intersection_type,lighting,twltl,bulbout,signal,aadt_maj,aadt_minor,nbi_mv,nbi_sv,nbi_all,cmf_product,ped_factor,pred_veh,pred_ped
4st,TRUE,TRUE,FALSE,FALSE,11000,836,1.511028592078244,0.23417188444989953,1.7452004765281435,0.8372,0.022,1.4610818389493618,0.03214380045688596
4st,TRUE,TRUE,FALSE,TRUE,11000,1386,1.7145964510130736,0.24881787985196718,1.9634143308650407,0.6446440000000001,0.022,1.2657032679061635,0.027845471893935596
3st,TRUE,TRUE,FALSE,FALSE,11000,836,0.7618617606990312,0.1511480711440418,0.913009831843073,0.8372,0.021,0.7643718312190209,0.016051808455599437
3st,TRUE,TRUE,FALSE,FALSE,11000,1826,1.0495108175370085,0.22513488882378,1.2746457063607886,0.8372,0.021,1.0671333853652523,0.0224098010926703
3st,TRUE,TRUE,TRUE,FALSE,11000,836,0.7618617606990312,0.1511480711440418,0.913009831843073,0.527436,0.021,0.4815542536679831,0.010112639327027646
3st,TRUE,TRUE,TRUE,FALSE,11000,1826,1.0495108175370085,0.22513488882378,1.2746457063607886,0.527436,0.021,0.6722940327801089,0.014118174688382288
